Leg1,Leg2,Leg3,Leg4,Type,Latest,Change,Open,High,Low,Previous,Volume,Time
CLG7,CLH8,,,SP,4.77,0.55,0,4.77,4.77,4.22,N/A,2026-04-22
CLG7,CLJ8,,,SP,4.99,0.57,0,4.99,4.99,4.42,N/A,2026-04-22
CLG7,CLK8,,,SP,5.16,0.6,0,5.16,5.16,4.56,N/A,2026-04-22
CLG7,CLM8,,,SP,5.31,0.62,0,5.31,5.31,4.69,N/A,2026-04-22
CLG7,CLN8,,,SP,5.5,0.64,0,5.5,5.5,4.86,N/A,2026-04-22
CLG7,CLQ8,,,SP,5.71,0.65,0,5.71,5.71,5.06,N/A,2026-04-22
CLG7,CLU8,,,SP,5.92,0.66,0,5.92,5.92,5.26,N/A,2026-04-22
CLG7,CLV8,,,SP,6.11,0.68,0,6.11,6.11,5.43,N/A,2026-04-22
CLG7,CLX8,,,SP,6.26,0.71,0,6.26,6.26,5.55,N/A,2026-04-22
CLG7,CLZ8,,,SP,6.41,0.71,0,6.41,6.41,5.7,N/A,2026-04-22
CLG7,CLF9,,,SP,6.61,0.71,0,6.61,6.61,5.9,N/A,2026-04-22
CLG7,CLG9,,,SP,6.82,0.73,0,6.82,6.82,6.09,N/A,2026-04-22
CLG7,CLH9,,,SP,7.01,0.74,0,7.01,7.01,6.27,N/A,2026-04-22
CLG7,CLJ9,,,SP,7.18,0.75,0,7.18,7.18,6.43,N/A,2026-04-22
CLG7,CLK9,,,SP,7.32,0.76,0,7.32,7.32,6.56,N/A,2026-04-22
CLG7,CLM9,,,SP,7.49,0.77,0,7.49,7.49,6.72,N/A,2026-04-22
CLG7,CLN9,,,SP,7.7,0.78,0,7.7,7.7,6.92,N/A,2026-04-22
CLG7,CLQ9,,,SP,7.88,0.79,0,7.88,7.88,7.09,N/A,2026-04-22
CLG7,CLU9,,,SP,8.06,0.79,0,8.06,8.06,7.27,N/A,2026-04-22
CLG7,CLV9,,,SP,8.24,0.8,0,8.24,8.24,7.44,N/A,2026-04-22
CLG7,CLX9,,,SP,8.42,0.81,0,8.42,8.42,7.61,N/A,2026-04-22
CLG7,IH1G7,,,BC,76.46,0.92999999999999,0,76.46,76.46,75.53,N/A,2026-04-22
CLG7,IWUG7,,,BC,75.79,1.01,0,75.79,75.79,74.78,N/A,2026-04-22
CLG7,QAG7,,,IS,-6.28,-0.17,0,-6.28,-6.28,-6.11,N/A,2026-04-22
CLG7,QAG7,CLH7,QAH7,IP,-0.28,-0.03,-0.26,-0.25,-0.28,-0.25,29,"07:05 CT"
CLG7,QAG7,CLJ7,QAJ7,IP,-0.51,-0.09,0,-0.51,-0.51,-0.42,N/A,2026-04-22
CLG7,QAG7,CLK7,QAK7,IP,-0.74,-0.13,0,-0.74,-0.74,-0.61,N/A,2026-04-22
CLG7,QAG7,CLM7,QAM7,IP,-0.89,-0.12,0,-0.89,-0.89,-0.77,N/A,2026-04-22
CLG7,QAG7,CLN7,QAN7,IP,-1.,-0.13,0,-1.,-1.,-0.87,N/A,2026-04-22
CLG7,QAG7,CLQ7,QAQ7,IP,-1.04,-0.15,0,-1.04,-1.04,-0.89,N/A,2026-04-22
CLG7,QAG7,CLU7,QAU7,IP,-1.06,-0.14,0,-1.06,-1.06,-0.92,N/A,2026-04-22
CLG7,QAG7,CLV7,QAV7,IP,-1.09,-0.14,0,-1.09,-1.09,-0.95,N/A,2026-04-22
CLG7,QAG7,CLX7,QAX7,IP,-1.11,-0.14,0,-1.11,-1.11,-0.97,N/A,2026-04-22
CLG7,QAG7,CLZ7,QAZ7,IP,-1.13,-0.15,0,-1.13,-1.13,-0.98,N/A,2026-04-22
CLG7,QAG7,CLF8,QAF8,IP,-1.14,-0.16,0,-1.14,-1.14,-0.98,N/A,2026-04-22
CLG7,QAG7,CLG8,QAG8,IP,-1.13,-0.15,0,-1.13,-1.13,-0.98,N/A,2026-04-22
CLG7,QAG7,CLH8,QAH8,IP,-1.09,-0.15,0,-1.09,-1.09,-0.94,N/A,2026-04-22
CLG7,QAH7,,,IS,-5.32,-0.05,0,-5.32,-5.32,-5.27,N/A,2026-04-22
CLG7,QAJ7,,,IS,-4.5,0.06,0,-4.5,-4.5,-4.56,N/A,2026-04-22
CLH7,CLJ7,,,SP,0.57,0.0099999999999999,0.58,0.63,0.53,0.56,1801,"08:25 CT"
CLH7,CLJ7,CLK7,,BF,0.12,0.01,0.12,0.12,0.12,0.11,19,"06:23 CT"
CLH7,CLK7,,,SP,1.02,0.01,0.99,1.14,0.95,1.01,442,"08:24 CT"
CLH7,CLM7,,,SP,1.41,0.01,1.4,1.59,1.3,1.4,804,"08:19 CT"
CLH7,CLN7,,,SP,1.98,0.2,1.98,1.98,1.98,1.78,1,"19:17 CT"
CLH7,CLQ7,,,SP,2.14,0.25,0,2.14,2.14,1.89,N/A,2026-04-22
CLH7,CLU7,,,SP,2.43,0.27,2.32,2.45,2.32,2.16,3,2026-04-22
CLH7,CLV7,,,SP,2.72,0.32,0,2.72,2.72,2.4,N/A,2026-04-22
CLH7,CLX7,,,SP,2.97,0.36,0,2.97,2.97,2.61,N/A,2026-04-22
CLH7,CLZ7,,,SP,3.24,0.41,3.24,3.24,3.22,2.83,1,2026-04-22
CLH7,CLF8,,,SP,3.51,0.41,0,3.51,3.51,3.1,N/A,2026-04-22
CLH7,CLG8,,,SP,3.8,0.45,0,3.8,3.8,3.35,N/A,2026-04-22
CLH7,CLH8,,,SP,4.06,0.47,0,4.06,4.06,3.59,N/A,2026-04-22
CLH7,CLJ8,,,SP,4.28,0.49,0,4.28,4.28,3.79,N/A,2026-04-22
CLH7,CLK8,,,SP,4.45,0.52,0,4.45,4.45,3.93,N/A,2026-04-22
CLH7,CLM8,,,SP,4.6,0.54,0,4.6,4.6,4.06,N/A,2026-04-22
CLH7,CLN8,,,SP,4.79,0.56,0,4.79,4.79,4.23,N/A,2026-04-22
CLH7,CLQ8,,,SP,5,0.57,0,5,5,4.43,N/A,2026-04-22
CLH7,CLU8,,,SP,5.21,0.58,0,5.21,5.21,4.63,N/A,2026-04-22
CLH7,CLV8,,,SP,5.4,0.6,0,5.4,5.4,4.8,N/A,2026-04-22
CLH7,CLX8,,,SP,5.55,0.63,0,5.55,5.55,4.92,N/A,2026-04-22
CLH7,CLZ8,,,SP,5.7,0.63,0,5.7,5.7,5.07,N/A,2026-04-22
CLH7,CLF9,,,SP,5.9,0.63,0,5.9,5.9,5.27,N/A,2026-04-22
CLH7,CLG9,,,SP,6.11,0.65,0,6.11,6.11,5.46,N/A,2026-04-22
CLH7,CLH9,,,SP,6.3,0.66,0,6.3,6.3,5.64,N/A,2026-04-22
CLH7,CLJ9,,,SP,6.47,0.67,0,6.47,6.47,5.8,N/A,2026-04-22
CLH7,CLK9,,,SP,6.61,0.68,0,6.61,6.61,5.93,N/A,2026-04-22
CLH7,CLM9,,,SP,6.78,0.69,0,6.78,6.78,6.09,N/A,2026-04-22
CLH7,CLN9,,,SP,6.99,0.7,0,6.99,6.99,6.29,N/A,2026-04-22
CLH7,CLQ9,,,SP,7.17,0.71,0,7.17,7.17,6.46,N/A,2026-04-22
CLH7,CLU9,,,SP,7.35,0.71,0,7.35,7.35,6.64,N/A,2026-04-22
CLH7,CLV9,,,SP,7.53,0.72,0,7.53,7.53,6.81,N/A,2026-04-22
CLH7,CLX9,,,SP,7.71,0.73,0,7.71,7.71,6.98,N/A,2026-04-22
CLH7,IH1H7,,,BC,75.74,0.83999999999999,0,75.74,75.74,74.9,N/A,2026-04-22
CLH7,IWUH7,,,BC,75.06,0.91,0,75.06,75.06,74.15,N/A,2026-04-22
CLH7,QAH7,,,IS,-6.09,-0.06,-6.,-5.97,-6.28,-6.03,41,"08:26 CT"
CLH7,QAH7,CLJ7,QAJ7,IP,-0.27,-0.01,-0.27,-0.27,-0.27,-0.26,8,"04:29 CT"
CLH7,QAH7,CLK7,QAK7,IP,-0.49,-0.09,0,-0.49,-0.49,-0.4,N/A,2026-04-22
CLH7,QAH7,CLM7,QAM7,IP,-0.67,-0.03,-0.64,-0.61,-0.72,-0.64,57,"07:49 CT"
CLH7,QAH7,CLN7,QAN7,IP,-0.75,-0.09,0,-0.75,-0.75,-0.66,N/A,2026-04-22
CLH7,QAH7,CLQ7,QAQ7,IP,-0.79,-0.11,0,-0.79,-0.79,-0.68,N/A,2026-04-22
CLH7,QAH7,CLU7,QAU7,IP,-0.81,-0.1,0,-0.81,-0.81,-0.71,N/A,2026-04-22
CLH7,QAH7,CLV7,QAV7,IP,-0.84,-0.1,0,-0.84,-0.84,-0.74,N/A,2026-04-22
CLH7,QAH7,CLX7,QAX7,IP,-0.86,-0.1,0,-0.86,-0.86,-0.76,N/A,2026-04-22
CLH7,QAH7,CLZ7,QAZ7,IP,-0.88,-0.11,0,-0.88,-0.88,-0.77,N/A,2026-04-22
CLH7,QAH7,CLF8,QAF8,IP,-0.89,-0.12,0,-0.89,-0.89,-0.77,N/A,2026-04-22
CLH7,QAH7,CLG8,QAG8,IP,-0.88,-0.11,0,-0.88,-0.88,-0.77,N/A,2026-04-22
CLH7,QAH7,CLH8,QAH8,IP,-0.84,-0.11,0,-0.84,-0.84,-0.73,N/A,2026-04-22
CLH7,QAH7,CLJ8,QAJ8,IP,-0.79,-0.12,0,-0.79,-0.79,-0.67,N/A,2026-04-22
CLH7,QAJ7,,,IS,-5.21,-0.02,0,-5.21,-5.21,-5.19,N/A,2026-04-22
CLH7,QAK7,,,IS,-4.53,0.069999999999999,0,-4.53,-4.53,-4.6,N/A,2026-04-22
CLH7,QAM7,,,IS,-3.99,0.12,0,-3.99,-3.99,-4.11,N/A,2026-04-22
CLJ7,CLK7,,,SP,0.45,0,0.44,0.51,0.42,0.45,659,"08:24 CT"
CLJ7,CLK7,CLM7,,BF,0.06,0,0.07,0.07,0.06,0.06,26,"19:16 CT"
CLJ7,CLK7,CLM7,,SA,72.86,0.75,0,72.86,72.86,72.11,N/A,2026-04-22
CLJ7,CLM7,,,SP,0.83,-0.01,0.87,0.87,0.77,0.84,39,"07:45 CT"
CLJ7,CLN7,,,SP,1.17,-0.05,1.36,1.36,1.17,1.22,14,"07:06 CT"
CLJ7,CLQ7,,,SP,1.58,0.19,0,1.58,1.58,1.39,N/A,2026-04-22
CLJ7,CLU7,,,SP,1.83,-0.06,1.83,1.83,1.83,1.89,1,"07:45 CT"
CLJ7,CLV7,,,SP,2.16,0.26,0,2.16,2.16,1.9,N/A,2026-04-22
CLJ7,CLX7,,,SP,2.41,0.3,0,2.41,2.41,2.11,N/A,2026-04-22
CLJ7,CLZ7,,,SP,2.66,0.33,0,2.66,2.66,2.33,N/A,2026-04-22
CLJ7,CLF8,,,SP,2.95,0.35,0,2.95,2.95,2.6,N/A,2026-04-22
CLJ7,CLG8,,,SP,3.24,0.39,0,3.24,3.24,2.85,N/A,2026-04-22
CLJ7,CLH8,,,SP,3.5,0.41,0,3.5,3.5,3.09,N/A,2026-04-22
CLJ7,CLJ8,,,SP,3.72,0.43,0,3.72,3.72,3.29,N/A,2026-04-22
CLJ7,CLK8,,,SP,3.89,0.46,0,3.89,3.89,3.43,N/A,2026-04-22
CLJ7,CLM8,,,SP,4.04,0.48,0,4.04,4.04,3.56,N/A,2026-04-22
CLJ7,CLN8,,,SP,4.23,0.5,0,4.23,4.23,3.73,N/A,2026-04-22
CLJ7,CLQ8,,,SP,4.44,0.51,0,4.44,4.44,3.93,N/A,2026-04-22
CLJ7,CLU8,,,SP,4.65,0.52,0,4.65,4.65,4.13,N/A,2026-04-22
CLJ7,CLV8,,,SP,4.84,0.54,0,4.84,4.84,4.3,N/A,2026-04-22
CLJ7,CLX8,,,SP,4.99,0.57,0,4.99,4.99,4.42,N/A,2026-04-22
CLJ7,CLZ8,,,SP,5.14,0.57,0,5.14,5.14,4.57,N/A,2026-04-22
CLJ7,CLF9,,,SP,5.34,0.57,0,5.34,5.34,4.77,N/A,2026-04-22
CLJ7,CLG9,,,SP,5.55,0.59,0,5.55,5.55,4.96,N/A,2026-04-22
CLJ7,CLH9,,,SP,5.74,0.6,0,5.74,5.74,5.14,N/A,2026-04-22
CLJ7,CLJ9,,,SP,5.91,0.61,0,5.91,5.91,5.3,N/A,2026-04-22
CLJ7,CLK9,,,SP,6.05,0.62,0,6.05,6.05,5.43,N/A,2026-04-22
CLJ7,CLM9,,,SP,6.22,0.63,0,6.22,6.22,5.59,N/A,2026-04-22
CLJ7,CLN9,,,SP,6.43,0.64,0,6.43,6.43,5.79,N/A,2026-04-22
CLJ7,CLQ9,,,SP,6.61,0.65,0,6.61,6.61,5.96,N/A,2026-04-22
CLJ7,CLU9,,,SP,6.79,0.65,0,6.79,6.79,6.14,N/A,2026-04-22
CLJ7,CLV9,,,SP,6.97,0.66,0,6.97,6.97,6.31,N/A,2026-04-22
CLJ7,CLX9,,,SP,7.15,0.67,0,7.15,7.15,6.48,N/A,2026-04-22
CLJ7,IH1J7,,,BC,75.25,0.84999999999999,0,75.25,75.25,74.4,N/A,2026-04-22
CLJ7,IWUJ7,,,BC,74.53,0.88,0,74.53,74.53,73.65,N/A,2026-04-22
CLJ7,QAJ7,,,IS,-5.77,-0.08,0,-5.77,-5.77,-5.69,N/A,2026-04-22
CLJ7,QAJ7,CLK7,QAK7,IP,-0.23,-0.04,0,-0.23,-0.23,-0.19,N/A,2026-04-22
CLJ7,QAJ7,CLM7,QAM7,IP,-0.38,-0.03,0,-0.38,-0.38,-0.35,N/A,2026-04-22
CLJ7,QAJ7,CLN7,QAN7,IP,-0.49,-0.04,0,-0.49,-0.49,-0.45,N/A,2026-04-22
CLJ7,QAJ7,CLQ7,QAQ7,IP,-0.53,-0.06,0,-0.53,-0.53,-0.47,N/A,2026-04-22
CLJ7,QAJ7,CLU7,QAU7,IP,-0.55,-0.05,0,-0.55,-0.55,-0.5,N/A,2026-04-22
CLJ7,QAJ7,CLV7,QAV7,IP,-0.58,-0.05,0,-0.58,-0.58,-0.53,N/A,2026-04-22
CLJ7,QAJ7,CLX7,QAX7,IP,-0.6,-0.05,0,-0.6,-0.6,-0.55,N/A,2026-04-22
CLJ7,QAJ7,CLZ7,QAZ7,IP,-0.62,-0.06,0,-0.62,-0.62,-0.56,N/A,2026-04-22
CLJ7,QAJ7,CLF8,QAF8,IP,-0.63,-0.07,0,-0.63,-0.63,-0.56,N/A,2026-04-22
CLJ7,QAJ7,CLG8,QAG8,IP,-0.62,-0.06,0,-0.62,-0.62,-0.56,N/A,2026-04-22
CLJ7,QAJ7,CLH8,QAH8,IP,-0.58,-0.06,0,-0.58,-0.58,-0.52,N/A,2026-04-22
CLJ7,QAJ7,CLJ8,QAJ8,IP,-0.53,-0.07,0,-0.53,-0.53,-0.46,N/A,2026-04-22
CLJ7,QAJ7,CLK8,QAK8,IP,-0.51,-0.07,0,-0.51,-0.51,-0.44,N/A,2026-04-22
CLJ7,QAK7,,,IS,-5.09,0.0099999999999998,0,-5.09,-5.09,-5.1,N/A,2026-04-22
CLJ7,QAM7,,,IS,-4.55,0.06,0,-4.55,-4.55,-4.61,N/A,2026-04-22
CLK7,CLM7,,,SP,0.38,-0.01,0.38,0.44,0.36,0.39,309,"08:20 CT"
CLK7,CLM7,CLN7,,BF,0.01,0.02,0,0.01,0.01,-0.01,228,2026-04-22
CLK7,CLN7,,,SP,0.77,0,0.8,0.8,0.71,0.77,46,"08:14 CT"
CLK7,CLQ7,,,SP,1.1,-0.03,1.09,1.1,1.09,1.13,7,"07:45 CT"
CLK7,CLU7,,,SP,1.44,0.18,0,1.44,1.44,1.26,N/A,2026-04-22
CLK7,CLV7,,,SP,1.71,0.21,0,1.71,1.71,1.5,N/A,2026-04-22
CLK7,CLX7,,,SP,1.96,0.25,0,1.96,1.96,1.71,N/A,2026-04-22
CLK7,CLZ7,,,SP,2.21,0.28,0,2.21,2.21,1.93,N/A,2026-04-22
CLK7,CLF8,,,SP,2.5,0.3,0,2.5,2.5,2.2,N/A,2026-04-22
CLK7,CLG8,,,SP,2.79,0.34,0,2.79,2.79,2.45,N/A,2026-04-22
CLK7,CLH8,,,SP,3.05,0.36,0,3.05,3.05,2.69,N/A,2026-04-22
CLK7,CLJ8,,,SP,3.27,0.38,0,3.27,3.27,2.89,N/A,2026-04-22
CLK7,CLK8,,,SP,3.44,0.41,0,3.44,3.44,3.03,N/A,2026-04-22
CLK7,CLM8,,,SP,3.59,0.43,0,3.59,3.59,3.16,N/A,2026-04-22
CLK7,CLN8,,,SP,3.78,0.45,0,3.78,3.78,3.33,N/A,2026-04-22
CLK7,CLQ8,,,SP,3.99,0.46,0,3.99,3.99,3.53,N/A,2026-04-22
CLK7,CLU8,,,SP,4.2,0.47,0,4.2,4.2,3.73,N/A,2026-04-22
CLK7,CLV8,,,SP,4.39,0.49,0,4.39,4.39,3.9,N/A,2026-04-22
CLK7,CLX8,,,SP,4.54,0.52,0,4.54,4.54,4.02,N/A,2026-04-22
CLK7,CLZ8,,,SP,4.69,0.52,0,4.69,4.69,4.17,N/A,2026-04-22
CLK7,CLF9,,,SP,4.89,0.52,0,4.89,4.89,4.37,N/A,2026-04-22
CLK7,CLG9,,,SP,5.1,0.54,0,5.1,5.1,4.56,N/A,2026-04-22
CLK7,CLH9,,,SP,5.29,0.55,0,5.29,5.29,4.74,N/A,2026-04-22
CLK7,CLJ9,,,SP,5.46,0.56,0,5.46,5.46,4.9,N/A,2026-04-22
CLK7,CLK9,,,SP,5.6,0.57,0,5.6,5.6,5.03,N/A,2026-04-22
CLK7,CLM9,,,SP,5.77,0.58,0,5.77,5.77,5.19,N/A,2026-04-22
CLK7,CLN9,,,SP,5.98,0.59,0,5.98,5.98,5.39,N/A,2026-04-22
CLK7,CLQ9,,,SP,6.16,0.6,0,6.16,6.16,5.56,N/A,2026-04-22
CLK7,CLU9,,,SP,6.34,0.6,0,6.34,6.34,5.74,N/A,2026-04-22
CLK7,CLV9,,,SP,6.52,0.61,0,6.52,6.52,5.91,N/A,2026-04-22
CLK7,CLX9,,,SP,6.7,0.62,0,6.7,6.7,6.08,N/A,2026-04-22
CLK7,IH1K7,,,BC,74.8,0.8,0,74.8,74.8,74,N/A,2026-04-22
CLK7,IWUK7,,,BC,74.08,0.83,0,74.08,74.08,73.25,N/A,2026-04-22
CLK7,QAK7,,,IS,-5.54,-0.04,0,-5.54,-5.54,-5.5,N/A,2026-04-22
CLK7,QAK7,CLM7,QAM7,IP,-0.15,0.01,0,-0.15,-0.15,-0.16,N/A,2026-04-22
CLK7,QAK7,CLN7,QAN7,IP,-0.26,0,0,-0.26,-0.26,-0.26,N/A,2026-04-22
CLK7,QAK7,CLQ7,QAQ7,IP,-0.3,-0.02,0,-0.3,-0.3,-0.28,N/A,2026-04-22
CLK7,QAK7,CLU7,QAU7,IP,-0.32,-0.01,0,-0.32,-0.32,-0.31,N/A,2026-04-22
CLK7,QAK7,CLV7,QAV7,IP,-0.35,-0.01,0,-0.35,-0.35,-0.34,N/A,2026-04-22
CLK7,QAK7,CLX7,QAX7,IP,-0.37,-0.01,0,-0.37,-0.37,-0.36,N/A,2026-04-22
CLK7,QAK7,CLZ7,QAZ7,IP,-0.39,-0.02,0,-0.39,-0.39,-0.37,N/A,2026-04-22
CLK7,QAK7,CLF8,QAF8,IP,-0.4,-0.03,0,-0.4,-0.4,-0.37,N/A,2026-04-22
CLK7,QAK7,CLG8,QAG8,IP,-0.39,-0.02,0,-0.39,-0.39,-0.37,N/A,2026-04-22
CLK7,QAK7,CLH8,QAH8,IP,-0.35,-0.02,0,-0.35,-0.35,-0.33,N/A,2026-04-22
CLK7,QAK7,CLJ8,QAJ8,IP,-0.3,-0.03,0,-0.3,-0.3,-0.27,N/A,2026-04-22
CLK7,QAK7,CLK8,QAK8,IP,-0.28,-0.03,0,-0.28,-0.28,-0.25,N/A,2026-04-22
CLK7,QAK7,CLM8,QAM8,IP,-0.3,-0.04,0,-0.3,-0.3,-0.26,N/A,2026-04-22
CLK7,QAM7,,,IS,-5.,0.0099999999999998,0,-5.,-5.,-5.01,N/A,2026-04-22
CLK7,QAN7,,,IS,-4.51,0.06,0,-4.51,-4.51,-4.57,N/A,2026-04-22
CLM7,CLN7,,,SP,0.38,0,0.39,0.43,0.36,0.38,296,"08:16 CT"
CLM7,CLQ7,,,SP,0.72,-0.02,0.8,0.81,0.68,0.74,30,"08:19 CT"
CLM7,CLU7,,,SP,1.02,-0.03,1.11,1.17,0.97,1.05,157,"08:22 CT"
CLM7,CLU7,CLZ7,,BF,0.28,0.02,0.28,0.28,0.27,0.26,126,2026-04-22
CLM7,CLV7,,,SP,1.32,0.15,0,1.32,1.32,1.17,N/A,2026-04-22
CLM7,CLX7,,,SP,1.57,0.19,0,1.57,1.57,1.38,N/A,2026-04-22
CLM7,CLZ7,,,SP,1.81,-0.01,1.82,2.06,1.7,1.82,1805,"08:26 CT"
CLM7,CLZ7,CLM8,,BF,0.43,-0.01,0.46,0.49,0.43,0.44,109,"06:44 CT"
CLM7,CLF8,,,SP,2.11,0.24,0,2.11,2.11,1.87,N/A,2026-04-22
CLM7,CLG8,,,SP,2.4,0.28,0,2.4,2.4,2.12,N/A,2026-04-22
CLM7,CLH8,,,SP,2.66,0.3,0,2.66,2.66,2.36,N/A,2026-04-22
CLM7,CLJ8,,,SP,2.88,0.32,0,2.88,2.88,2.56,N/A,2026-04-22
CLM7,CLK8,,,SP,3.05,0.35,0,3.05,3.05,2.7,N/A,2026-04-22
CLM7,CLM8,,,SP,3.13,-0.07,3.29,3.65,3.04,3.2,251,"08:22 CT"
CLM7,CLN8,,,SP,3.39,0.39,0,3.39,3.39,3,N/A,2026-04-22
CLM7,CLQ8,,,SP,3.6,0.4,0,3.6,3.6,3.2,N/A,2026-04-22
CLM7,CLU8,,,SP,3.81,0.41,0,3.81,3.81,3.4,N/A,2026-04-22
CLM7,CLV8,,,SP,4,0.43,0,4,4,3.57,N/A,2026-04-22
CLM7,CLX8,,,SP,4.15,0.46,0,4.15,4.15,3.69,N/A,2026-04-22
CLM7,CLZ8,,,SP,4.3,0.46,0,4.3,4.3,3.84,N/A,2026-04-22
CLM7,CLF9,,,SP,4.5,0.46,0,4.5,4.5,4.04,N/A,2026-04-22
CLM7,CLG9,,,SP,4.71,0.48,0,4.71,4.71,4.23,N/A,2026-04-22
CLM7,CLH9,,,SP,4.9,0.49,0,4.9,4.9,4.41,N/A,2026-04-22
CLM7,CLJ9,,,SP,5.07,0.5,0,5.07,5.07,4.57,N/A,2026-04-22
CLM7,CLK9,,,SP,5.21,0.51,0,5.21,5.21,4.7,N/A,2026-04-22
CLM7,CLM9,,,SP,5.38,0.52,0,5.38,5.38,4.86,N/A,2026-04-22
CLM7,CLN9,,,SP,5.59,0.53,0,5.59,5.59,5.06,N/A,2026-04-22
CLM7,CLQ9,,,SP,5.77,0.54,0,5.77,5.77,5.23,N/A,2026-04-22
CLM7,CLU9,,,SP,5.95,0.54,0,5.95,5.95,5.41,N/A,2026-04-22
CLM7,CLV9,,,SP,6.13,0.55,0,6.13,6.13,5.58,N/A,2026-04-22
CLM7,CLX9,,,SP,6.31,0.56,0,6.31,6.31,5.75,N/A,2026-04-22
CLM7,CLZ9,,,SP,6.44,0.57,0,6.44,6.44,5.87,N/A,2026-04-22
CLM7,CLM0,,,SP,7.53,0.59,0,7.53,7.53,6.94,N/A,2026-04-22
CLM7,CLZ0,,,SP,8.56,0.63,0,8.56,8.56,7.93,N/A,2026-04-22
CLM7,CLM1,,,SP,9.62,0.65,0,9.62,9.62,8.97,N/A,2026-04-22
CLM7,CLZ1,,,SP,10.65,0.69,0,10.65,10.65,9.96,N/A,2026-04-22
CLM7,CLM2,,,SP,11.69,0.69,0,11.69,11.69,11,N/A,2026-04-22
CLM7,CLZ2,,,SP,12.66,0.69,0,12.66,12.66,11.97,N/A,2026-04-22
CLM7,CLM3,,,SP,13.63,0.69,0,13.63,13.63,12.94,N/A,2026-04-22
CLM7,CLZ3,,,SP,14.63,0.69,0,14.63,14.63,13.94,N/A,2026-04-22
CLM7,CLM4,,,SP,15.6,0.69,0,15.6,15.6,14.91,N/A,2026-04-22
CLM7,CLZ4,,,SP,16.53,0.69,0,16.53,16.53,15.84,N/A,2026-04-22
CLM7,CLM5,,,SP,17.5,0.69,0,17.5,17.5,16.81,N/A,2026-04-22
CLM7,CLZ5,,,SP,18.43,0.69,0,18.43,18.43,17.74,N/A,2026-04-22
CLM7,QAM7,,,IS,-5.39,0,-5.24,-5.23,-5.62,-5.39,910,"08:27 CT"
CLM7,QAM7,CLN7,QAN7,IP,-0.11,-0.01,0,-0.11,-0.11,-0.1,N/A,2026-04-22
CLM7,QAM7,CLQ7,QAQ7,IP,-0.15,-0.03,0,-0.15,-0.15,-0.12,N/A,2026-04-22
CLM7,QAM7,CLU7,QAU7,IP,-0.17,-0.02,0,-0.17,-0.17,-0.15,N/A,2026-04-22
CLM7,QAM7,CLV7,QAV7,IP,-0.2,-0.02,0,-0.2,-0.2,-0.18,N/A,2026-04-22
CLM7,QAM7,CLX7,QAX7,IP,-0.22,-0.02,0,-0.22,-0.22,-0.2,N/A,2026-04-22
CLM7,QAM7,CLZ7,QAZ7,IP,-0.29,-0.05,-0.29,-0.29,-0.29,-0.24,1,"04:23 CT"
CLM7,QAM7,CLF8,QAF8,IP,-0.25,-0.04,0,-0.25,-0.25,-0.21,N/A,2026-04-22
CLM7,QAM7,CLG8,QAG8,IP,-0.24,-0.03,0,-0.24,-0.24,-0.21,N/A,2026-04-22
CLM7,QAM7,CLH8,QAH8,IP,-0.2,-0.03,0,-0.2,-0.2,-0.17,N/A,2026-04-22
CLM7,QAM7,CLJ8,QAJ8,IP,-0.15,-0.04,0,-0.15,-0.15,-0.11,N/A,2026-04-22
CLM7,QAM7,CLK8,QAK8,IP,-0.13,-0.04,0,-0.13,-0.13,-0.09,N/A,2026-04-22
CLM7,QAM7,CLM8,QAM8,IP,-0.15,-0.05,0,-0.15,-0.15,-0.1,N/A,2026-04-22
CLM7,QAM7,CLN8,QAN8,IP,-0.15,-0.05,0,-0.15,-0.15,-0.1,N/A,2026-04-22
CLM7,QAN7,,,IS,-4.9,0,0,-4.9,-4.9,-4.9,N/A,2026-04-22
CLM7,QAQ7,,,IS,-4.5,0.06,0,-4.5,-4.5,-4.56,N/A,2026-04-22
CLM7,QAZ7,,,IS,-3.33,0.2,0,-3.33,-3.33,-3.53,N/A,2026-04-22
CLN7,CLQ7,,,SP,0.35,-0.01,0.36,0.37,0.33,0.36,80,"08:10 CT"
CLN7,CLQ7,CLU7,,SA,71.73,0.61,0,71.73,71.73,71.12,N/A,2026-04-22
CLN7,CLU7,,,SP,0.69,0.02,0.72,0.74,0.69,0.67,7,"04:24 CT"
CLN7,CLV7,,,SP,0.95,0.01,0.98,0.98,0.9,0.94,4,"08:14 CT"
CLN7,CLX7,,,SP,1.19,0.15,0,1.19,1.19,1.04,N/A,2026-04-22
CLN7,CLZ7,,,SP,1.44,0.18,0,1.44,1.44,1.26,N/A,2026-04-22
CLN7,CLF8,,,SP,1.73,0.2,0,1.73,1.73,1.53,N/A,2026-04-22
CLN7,CLG8,,,SP,2.02,0.24,0,2.02,2.02,1.78,N/A,2026-04-22
CLN7,CLH8,,,SP,2.28,0.26,0,2.28,2.28,2.02,N/A,2026-04-22
CLN7,CLJ8,,,SP,2.5,0.28,0,2.5,2.5,2.22,N/A,2026-04-22
CLN7,CLK8,,,SP,2.67,0.31,0,2.67,2.67,2.36,N/A,2026-04-22
CLN7,CLM8,,,SP,2.82,0.33,0,2.82,2.82,2.49,N/A,2026-04-22
CLN7,CLN8,,,SP,3.01,0.35,0,3.01,3.01,2.66,N/A,2026-04-22
CLN7,CLQ8,,,SP,3.22,0.36,0,3.22,3.22,2.86,N/A,2026-04-22
